date,ARIMA,SARIMA,DL,SARIMAX
2023-06-01,"[1102.107704052127, -171.85864817808806, 879.0139434105258]","[1231.5660178210937, 202.2015694718482, -480.53924363310375]","[1327.5743139982224, 1344.1697363853455, 1279.3443282842636]","[956.7526689832691, 1250.5388128022928, 1401.262996988632]"
2023-07-01,"[334.0000202491573, 986.6196030367553, 1051.9992162205554]","[594.6120489747868, 218.11420746549175, -21.130544370216057]","[1268.1025016903877, 1094.8398550450802, 1304.1680392026901]","[1117.5266367677189, 1092.3371366413676, 976.5133648372832]"
2023-08-01,"[974.4953659969983, 1101.4712258111617, 1729.6601576236085]","[610.5589018567139, 367.59031996783983, 246.89407440741172]","[1065.190711736679, 1191.7142258882523, 1317.9861835241318]","[1218.4694822599033, 1197.4455331272973, 2558.8212844359923]"
2023-09-01,"[1387.3663286310593, 1352.6708817853182, 2060.7734105915797]","[1069.2061393259585, 1646.4402512077086, 1200.5293498389542]","[1153.4086463451385, 1221.0257000923157, 1251.3619791269302]","[1122.5896647141174, 2436.944098994761, 2156.960249247371]"
2023-10-01,"[1350.4524310125882, 2159.8518555076894, 1968.1678047178325]","[1653.8277306112623, 1205.916053570712, 1800.5064995761895]","[1362.2960492372513, 1485.3478109836578, 1826.1457036733627]","[2446.315420805085, 2164.810370050184, 3010.4799963599726]"
2023-11-01,"[2253.277969974629, 2037.265046428392, 2629.776984055218]","[1253.347923992651, 1871.3251861082113, 2375.7337791926007]","[1493.0249294042587, 1747.3657830953598, 1836.3845864534378]","[2180.180852880374, 3030.1965906230253, 3072.002990416996]"
