date,ARIMA,SARIMA,DL,SARIMAX
2023-06-01,"[1086.457911491566, 859.6760323052904, 985.9849270419502]","[826.2576818530631, 803.212874054771, 799.127172062503]","[870.0490617752075, 831.5230467915535, 861.4747896790504]","[657.5312524502771, 920.4053966699568, 998.1561180138058]"
2023-07-01,"[857.2456195070959, 983.9918420188093, 1019.5191922683048]","[868.6067098077623, 712.1774969305899, 852.8942503701358]","[706.827899068594, 727.942381054163, 937.7363681793213]","[920.4900672081671, 998.0735712692696, 727.7369684768364]"
2023-08-01,"[987.5550231973385, 1021.8980306819149, 897.0565575285223]","[713.9471156900463, 850.5395959072516, 1025.345995397089]","[769.6195590496063, 846.682074368, 1020.3195333480835]","[998.3886457411776, 727.8758800994706, 1320.5694503517736]"
2023-09-01,"[1023.4099795603778, 896.8772247641381, 1179.5767996062943]","[682.7467611841538, 511.12918225082876, 972.7101787940693]","[893.623731136322, 1095.8856585621834, 1181.1691391468048]","[726.7384006062772, 1302.1957011713894, 1381.6266730799614]"
2023-10-01,"[897.6933375446326, 1180.4585584318272, 1202.1011543732764]","[1019.5548972294794, 1265.9597411920636, 1768.5873295992862]","[1211.8818575143814, 1330.1900088787079, 1351.2953555583954]","[1321.0098653160057, 1377.5706146940026, 1204.629667368129]"
2023-11-01,"[1181.8646853278556, 1203.5865755958355, 1123.3100246054746]","[1359.1669402435684, 1573.5391450922393, 1413.8251381088173]","[1445.938744544983, 1472.8249847888947, 1408.4199982881546]","[1377.040822172598, 1205.085818792439, 1220.4323564953997]"
