date,ARIMA,SARIMA,DL,SARIMAX
2023-05-01,"[201.7123805766537, 211.14925992947695, 169.13088675530156]","[219.69896577678875, 220.0032403638015, 220.30793635937195]","[194.92619180679318, 177.3533263802528, 192.25478786230084]","[233.32797910991115, 156.96082438446558, 119.85546414537893]"
2023-06-01,"[211.90065261508482, 172.8113151479011, 138.4221911194663]","[229.71340331052096, 230.31380003213405, 230.91576599706568]","[165.59564518928525, 207.19348859786984, 214.30312991142273]","[157.89568042646738, 120.72769574412793, 186.42847820213933]"
2023-07-01,"[175.44632616531405, 152.39833971910693, 184.87627690740118]","[189.01096943530356, 188.5895198501909, 188.1690099975886]","[175.87727606296536, 192.20963793992993, 211.65895426273346]","[119.8754845639219, 185.68267478575598, 220.46585487769894]"
2023-08-01,"[152.62623680106475, 185.08867566089373, 204.90879969621963]","[141.58789700293653, 140.27944546346424, 138.98308567383347]","[200.53972315788266, 238.88644516468048, 246.4491829276085]","[184.45620621843346, 219.3755500146342, 199.46936577421582]"
2023-09-01,"[185.76246836102814, 205.7266380960049, 196.32458955327897]","[167.8931118496841, 167.02388563405668, 166.15915962814967]","[236.0155012011528, 244.87280923128128, 245.37409913539886]","[220.0767455543629, 200.1405548077363, 246.47711836030794]"
2023-10-01,"[196.86259978913705, 194.9832158714143, 221.955757950954]","[198.63403732072143, 198.25529756655595, 197.8772799635551]","[219.82559424638748, 215.87957906723022, 226.54500943422318]","[201.75917807179536, 248.18037887218955, 237.74707832870428]"
