date,MAPE,RMSPE,Mean,order
2023-05-01,0.020357494779841372,2.194605323542962,3616.6666666666665,"(1, 0, 0)X(2, 0, 0, 12)"
2023-06-01,0.014882465890969457,1.7944921871272963,3678.3333333333335,"(1, 0, 1)X(1, 0, 0, 12)"
2023-07-01,0.017544948339745698,1.9520673247812474,3712.6666666666665,"(1, 0, 0)X(1, 0, 1, 12)"
2023-08-01,0.010319653542868916,1.385394766677951,3711.3333333333335,"(1, 0, 0)X(2, 0, 0, 12)"
2023-09-01,0.013561849559496525,1.5808019449417356,3827.3333333333335,"(1, 0, 0)X(3, 0, 0, 12)"
2023-10-01,0.02458285248586524,2.494810074337098,4042.6666666666665,"(1, 0, 0)X(1, 0, 0, 12)"
