,year,month,rebasement,item,provider,value
0,2016,1,1.0208037916127737,Solar,BDEW,0.897750628099823
1,2016,1,1.5881727663464027,Hydro,BDEW,2.07846774193548
2,2016,1,0.9725527937854443,Wind,BDEW,12.2954702639496
3,2016,1,0.9750670108211869,demand,BDEW,67.145324975739
4,2016,2,1.0201633522799027,Solar,BDEW,1.84266529136176
5,2016,2,1.6941715081790047,Hydro,BDEW,2.74668103448276
6,2016,2,0.9805481889128582,Wind,BDEW,13.9429972508475
7,2016,2,0.9801213403582666,demand,BDEW,68.4054161334962
8,2016,3,1.275422938747108,Hydro,BDEW,2.33528225806452
9,2016,3,1.0206440783770823,Solar,BDEW,3.31181615444528
10,2016,3,0.9781140142305079,Wind,BDEW,7.9649983523237
11,2016,3,0.9746725770797308,demand,BDEW,65.2042368912275
12,2016,4,1.1923880367937445,Hydro,BDEW,2.68675
13,2016,4,1.0540219896660603,Solar,BDEW,5.49194571112897
14,2016,4,0.9767297050614588,Wind,BDEW,8.10683247290974
15,2016,4,0.975684664401582,demand,BDEW,62.1534730596628
16,2016,5,1.0987908435961273,Hydro,BDEW,2.77173387096774
17,2016,5,1.0540724142823565,Solar,BDEW,6.68254319176159
18,2016,5,0.9653378236910636,Wind,BDEW,8.10939077713309
19,2016,5,0.9618717449733231,demand,BDEW,58.5655405282405
20,2016,6,1.1520741921047064,Hydro,BDEW,3.04975
21,2016,6,0.9730915173009862,Wind,BDEW,4.61999389974976
22,2016,6,1.0598627174098496,Solar,BDEW,6.97940281457691
23,2016,6,0.9752571767178013,demand,BDEW,60.7360261773094
24,2016,7,1.0134903944577673,Hydro,BDEW,2.83959677419355
25,2016,7,0.97308550941031,Wind,BDEW,6.17765428306145
26,2016,7,1.0542521859037397,Solar,BDEW,7.00399170481874
27,2016,7,0.9640751685968554,demand,BDEW,59.2574086002385
28,2016,8,0.9189863538537955,Hydro,BDEW,2.50693548387097
29,2016,8,1.0229756167119328,Wind,BDEW,6.31033921396738
30,2016,8,1.0543832177041246,Solar,BDEW,6.6889465485954
31,2016,8,0.9641353454782026,demand,BDEW,58.6159064769795
32,2016,9,0.8876661763371992,Hydro,BDEW,1.953875
33,2016,9,1.054475489687896,Solar,BDEW,5.63619199607188
34,2016,9,0.9780196550275447,Wind,BDEW,5.7880982636958
35,2016,9,0.9729816780917955,demand,BDEW,60.3337168235985
36,2016,10,0.9437352763929187,Hydro,BDEW,1.50495967741935
37,2016,10,1.0545061675974503,Solar,BDEW,2.38076807080966
38,2016,10,1.0128480493992233,Wind,BDEW,7.42905529807621
39,2016,10,0.9653356311470478,demand,BDEW,62.1236250537051
40,2016,11,1.0537230450028494,Solar,BDEW,1.49407390550954
41,2016,11,1.1601586171509068,Hydro,BDEW,1.9085
42,2016,11,1.0280800334948157,Wind,BDEW,11.0573377420255
43,2016,11,0.9696365310437933,demand,BDEW,67.881442602474
44,2016,12,1.062379990032954,Solar,BDEW,1.13083281685042
45,2016,12,0.9465986271140032,Hydro,BDEW,1.44641129032258
46,2016,12,0.9847084121021602,Wind,BDEW,12.2954702639496
47,2016,12,0.968321142538816,demand,BDEW,65.9726451379607
48,2017,1,0.9988573325463639,Solar,BDEW,1.07192193397939
49,2017,1,1.1504566491742498,Hydro,BDEW,1.32532258064516
50,2017,1,0.9867913475646206,Wind,BDEW,10.4678003823532
51,2017,1,0.9516974382485179,demand,BDEW,69.1461354109023
52,2017,2,1.4732056320157894,Hydro,BDEW,1.959375
53,2017,2,0.9958294477144772,Solar,BDEW,2.20055931420107
54,2017,2,1.0241433472650185,Wind,BDEW,14.6296286317983
55,2017,2,0.9583320077386067,demand,BDEW,68.3399956392571
56,2017,3,1.5461908005824272,Hydro,BDEW,2.57479838709677
57,2017,3,0.9986529791318076,Solar,BDEW,4.3363532478545
58,2017,3,0.994883871928846,Wind,BDEW,12.4489685173506
59,2017,3,0.9706502365641455,demand,BDEW,65.583059885483
60,2017,4,1.2807441218102276,Hydro,BDEW,2.055625
61,2017,4,1.0111584346933662,Solar,BDEW,5.41651416762672
62,2017,4,0.9828767763097962,Wind,BDEW,11.1917571164726
63,2017,4,0.9821578065904896,demand,BDEW,61.6972760562905
64,2017,5,1.2941463561614277,Hydro,BDEW,2.6266935483871
65,2017,5,1.0104481163247787,Solar,BDEW,6.95404552151504
66,2017,5,0.979692823174796,Wind,BDEW,7.6020660413163
67,2017,5,0.9862794641477334,demand,BDEW,61.352894394584
68,2017,6,1.1018330935337999,Hydro,BDEW,2.299
69,2017,6,1.011431669161445,Solar,BDEW,7.53918426898837
70,2017,6,1.0119655612275857,Wind,BDEW,9.84756337200079
71,2017,6,0.9763007675987077,demand,BDEW,60.3098964957528
72,2017,7,1.1535947247764824,Hydro,BDEW,2.34459677419355
73,2017,7,1.01144726645941,Solar,BDEW,6.64284237939199
74,2017,7,0.9743824711742716,Wind,BDEW,7.36791616324701
75,2017,7,0.9664228897807546,demand,BDEW,59.3829653942673
76,2017,8,1.2071295433364408,Hydro,BDEW,2.50693548387097
77,2017,8,1.0116540527436801,Solar,BDEW,6.25864096936353
78,2017,8,0.9898661977314487,Wind,BDEW,7.35881033465542
79,2017,8,0.9906105976387726,demand,BDEW,60.3401772434427
80,2017,9,1.2091584825907562,Hydro,BDEW,2.506625
81,2017,9,1.0115220446776716,Solar,BDEW,4.32606518787484
82,2017,9,1.0135991424806319,Wind,BDEW,8.78739776573584
83,2017,9,0.9772119115368639,demand,BDEW,61.4101782822929
84,2017,10,1.241578239634353,Hydro,BDEW,2.15564516129032
